contract_project_id,contract_id,project_number,project_control_number,project_name,work_type,county_region,route,location,project_award_amount
sd_sddot_20250212_item_004_project_002,sd_sddot_20250212_item_004,0009-291,I7PL,"Mill, AC Resurfacing of Shoulders & Ramp","Mill, AC Resurfacing of Shoulders & Ramp","Clay, Union",,I29 N & S - Fm North Sioux City to N of Exit 26 (SD50 - Vermillion),
sd_sddot_20250219_item_001_project_001,sd_sddot_20250219_item_001,IM-B-CR 2292(101)3,05HN,"Grading, PCC Surfacing, Structures","Grading, PCC Surfacing, Structures",Minnehaha,,I229 - Exit 4 (Cliff Ave) in Sioux Falls,
sd_sddot_20250219_item_002_project_001,sd_sddot_20250219_item_002,CIP 11100( ),X06A,Water and Sanitary Sewer,Water and Sanitary Sewer,Minnehaha,,Cliff Ave from Park Access Rd to S of 38th Street in Sioux Falls,
sd_sddot_20250219_item_003_project_001,sd_sddot_20250219_item_003,P-PH-PT 0025(81)158,04EW,"Grading, Interim Surfacing","Grading, Interim Surfacing",Clark,,SD25 - Fm 9 N of US212 to the Clark/Day Co Line,
sd_sddot_20250219_item_004_project_001,sd_sddot_20250219_item_004,NH-CR 0012(311)343,08XQ,"Mill, AC Resurfacing of Shoulders","Mill, AC Resurfacing of Shoulders","Day, Roberts",,"US12, US12 E & W - Fm Webster E to I29",
sd_sddot_20250219_item_005_project_001,sd_sddot_20250219_item_005,NH 0281(128)193,08JN,Polymer Chip Seal,Polymer Chip Seal,"Brown, Edmunds, Marshall",,US281 - 1.1 S of US12 over Foot Ck,
sd_sddot_20250219_item_005_project_002,sd_sddot_20250219_item_005,NH 0012(300)276,08JR,Polymer Chip Seal,Polymer Chip Seal,"Brown, Edmunds, Marshall",,US281 - 1.1 S of US12 over Foot Ck,
sd_sddot_20250219_item_005_project_003,sd_sddot_20250219_item_005,NH 0012(301)301,08JP,Polymer Chip Seal,Polymer Chip Seal,"Brown, Edmunds, Marshall",,US281 - 1.1 S of US12 over Foot Ck,
sd_sddot_20250219_item_005_project_004,sd_sddot_20250219_item_005,P 0025(104)209,08JT,Polymer Chip Seal,Polymer Chip Seal,"Brown, Edmunds, Marshall",,US281 - 1.1 S of US12 over Foot Ck,
sd_sddot_20250219_item_006_project_001,sd_sddot_20250219_item_006,P TAPU(38),09FV,PCC Shared Use Path,PCC Shared Use Path,Minnehaha,,Sioux Falls - Along E 26th St crossing Veterans Pkwy through an existing underpass,
sd_sddot_20250305_item_001_project_001,sd_sddot_20250305_item_001,IM 0909(92)387,06G8,"Str, Grdng, PCC & AC Surf, Light, Markng","Str, Grdng, PCC & AC Surf, Light, Markng",Minnehaha Moved to 03/12/2025 letting by addendum,,I90 - Exit 387 (Hartford),
sd_sddot_20250305_item_002_project_001,sd_sddot_20250305_item_002,P 6353(00),08CU,"Urban Grading, PCC Surfacing, C&G,","Urban Grading, PCC Surfacing, C&G,",Minnehaha Moved to 03/12/2025 letting by addendum,,Western Ave - Fm N of I90 Exit 387 to Mickelson Rd in Hartford,
sd_sddot_20250305_item_003_project_001,sd_sddot_20250305_item_003,"BRO 8014(38), BRO 8014(39), BRO 8034(36), BRO 8068(18)","08NG, 08NH, 08NN,",Structure Removal,Structure Removal,"Clay, Hutchinson, Yankton",,314th St. Str. No. 14-088-170; 314th St. Str. No. 14-133-170; Ash St. Str. No. 34-063-072; 429th St. Str. No. 68-010-134,
sd_sddot_20250305_item_004_project_001,sd_sddot_20250305_item_004,BRO-B 8003(39),08MG,Structure & Approach Grading,Structure & Approach Grading,Beadle,,Structure 4.5 N & 4.0 W of Wolsey on 383rd Ave over Cain Ck SN 03-070-104,
sd_sddot_20250305_item_005_project_001,sd_sddot_20250305_item_005,EM-PH-PP 0013(49)121,05EX,"Shld Widen, Mill, AC, Struct","Shld Widen, Mill, AC, Struct",Brookings,,SD13 - Fm SD324 to US14; Str 0.8 S of US14 Over Medary Ck,
sd_sddot_20250305_item_006_project_001,sd_sddot_20250305_item_006,P TAPR(52),09G2,PCC Shared Use Path,PCC Shared Use Path,Minnehaha,,Dell Rapids - Along 474th Ave fm W 7th St to SD115 & Along 474th Ave fm 15th St to W 10th St,
sd_sddot_20250305_item_007_project_001,sd_sddot_20250305_item_007,NH 0041(184),09L4,Asphalt Surface Treatment,Asphalt Surface Treatment,Pennington,,Various Locations in the Rapid City Area,
sd_sddot_20250305_item_008_project_001,sd_sddot_20250305_item_008,NH-P 0032(46),09L1,Asphalt Surface Treatment,Asphalt Surface Treatment,"Campbell, Corson, Dewey, McPherson, Walworth",,Various Routes in the Mobridge Area,
sd_sddot_20250305_item_009_project_001,sd_sddot_20250305_item_009,IM-P 0022(96),0975,Asphalt Surface Treatment,Asphalt Surface Treatment,"Lincoln, McCook, Minnehaha",,Various Locations in the Sioux Falls Area,
sd_sddot_20250305_item_010_project_001,sd_sddot_20250305_item_010,NH 0042(97),0968,Rout & Seal,Rout & Seal,"Butte, Meade, Ziebach",,Various Locations in the Belle Fourche Area,
sd_sddot_20250305_item_011_project_001,sd_sddot_20250305_item_011,P 0012(318),09KR,Rout & Seal,Rout & Seal,"Codington, Grant",,Various Locations in the Watertown Area,
sd_sddot_20250305_item_012_project_001,sd_sddot_20250305_item_012,PH 0020(211),06UA,Rumble Stripes,Rumble Stripes,Regionwide,,Various locations on the local system in the Mitchell Region,
sd_sddot_20250305_item_013_project_001,sd_sddot_20250305_item_013,NH 0081(114)0,07DH,"ADA, Modify Intersection,Signals","ADA, Modify Intersection,Signals",Yankton,,US81 - Fm SD50 to 23rd St in Yankton,
sd_sddot_20250305_item_014_project_001,sd_sddot_20250305_item_014,PH 8048(04),04JH,Signing & Delineation - Gravel Roads,Signing & Delineation - Gravel Roads,Mellette,,"Various County, City, & Township Roads in Mellette County",
sd_sddot_20250312_item_001_project_001,sd_sddot_20250312_item_001,IM 0909(92)387,06G8,"Str, Grdng, PCC & AC Surf, Light, Markng","Str, Grdng, PCC & AC Surf, Light, Markng",Minnehaha,,I90 - Exit 387 (Hartford),
sd_sddot_20250312_item_002_project_001,sd_sddot_20250312_item_002,P 6353(00),08CU,"Urban Grading, PCC Surfacing, C&G,","Urban Grading, PCC Surfacing, C&G,",Minnehaha,,Western Ave - Fm N of I90 Exit 387 to Mickelson Rd in Hartford,
sd_sddot_20250319_item_001_project_001,sd_sddot_20250319_item_001,NH 0212(206)313,0808,"Grading, Interim Surfacing","Grading, Interim Surfacing",Spink,,US212 - Fm 5 E of Redfield to E of Frankfort,
sd_sddot_20250319_item_002_project_001,sd_sddot_20250319_item_002,P TAPU(40),09FX,PCC Shared Use Path,PCC Shared Use Path,Brookings,,Brookings - Along 12th St S fm 17th Ave S to 22nd Ave,
sd_sddot_20250319_item_003_project_001,sd_sddot_20250319_item_003,NH 0018(231)339,07M9,"Inslpe Flattng, Shrd Use Path, Ped Brdge","Inslpe Flattng, Shrd Use Path, Ped Brdge",Charles Mix,,US18 - 0.5 E of Lake Andes,
sd_sddot_20250319_item_004_project_001,sd_sddot_20250319_item_004,PH 8051(14),03V2,Signing & Delineation,Signing & Delineation,"Lake, Moody",,"Various County, City, Tribal and Township Roads in Moody County (& Lake County)",
sd_sddot_20250319_item_005_project_001,sd_sddot_20250319_item_005,PH 0010(166),06UC,Rumble Stripes and High Grade Polymer,Rumble Stripes and High Grade Polymer,Regionwide,,Various locations on the local system in the Aberdeen Region,
sd_sddot_20250319_item_006_project_001,sd_sddot_20250319_item_006,NH-P 0041(183),09KQ,Rout & Seal,Rout & Seal,"Lawrence, Pennington",,Various Locations in the Rapid City Area,
sd_sddot_20250319_item_007_project_001,sd_sddot_20250319_item_007,NH-P 0013(169),09KL,Rout & Seal,Rout & Seal,"Clark, Hand",,Various Locations in the Huron Area,
sd_sddot_20250319_item_008_project_001,sd_sddot_20250319_item_008,NH 0043(38),09KX,Asphalt Surface Treatment,Asphalt Surface Treatment,"Custer, Pennington",,Various Locations in the Custer Area,
sd_sddot_20250319_item_009_project_001,sd_sddot_20250319_item_009,P 0013(170),09KY,Asphalt Surface Treatment,Asphalt Surface Treatment,"Faulk, Hand, Hyde",,Various Locations in the Huron & Aberdeen Areas,
sd_sddot_20250319_item_010_project_001,sd_sddot_20250319_item_010,P 0011(318),09L9,Crack Leveling,Crack Leveling,Brown,,SD37 - Fm SD10 to North Dakota State Line,
sd_sddot_20250319_item_011_project_001,sd_sddot_20250319_item_011,P 0012(326),09W8,Crack Leveling,Crack Leveling,Hamlin,,SD21 - Fm Lake Norden to Hayti,
sd_sddot_20250326_item_001_project_001,sd_sddot_20250326_item_001,NH-CR 0046(69)288,05JN,"Grading, PCC Surf, C&G, Sidewalk, Light","Grading, PCC Surf, C&G, Sidewalk, Light",Charles Mix,,SD46 in Wagner,
sd_sddot_20250326_item_002_project_001,sd_sddot_20250326_item_002,16395 ( ),X06P,Sanitary Sewer and Water Utility Replace,Sanitary Sewer and Water Utility Replace,Charles Mix,,SD46 from Washington Ave to Harr Ave in Wagner,
sd_sddot_20250402_item_001_project_001,sd_sddot_20250402_item_001,PH 1757(02),092U,"Grading, Asphalt Paving, Pavement Mark","Grading, Asphalt Paving, Pavement Mark",Pennington,,Deadwood Ave - Horizontal Curve N of Rapid City,
sd_sddot_20250402_item_002_project_001,sd_sddot_20250402_item_002,NH 0042(100),09VD,Pipe Work,Pipe Work,"Butte, Harding, Meade",,Various Locations Throughout the Belle Fourche Area,
sd_sddot_20250402_item_003_project_001,sd_sddot_20250402_item_003,PT 0011(158)12,082C,"Scour Protection, Berm Repair","Scour Protection, Berm Repair",Union,,"SD11 - Str's 1.9 S of SD50, 0.5 S of SD46; SD48 - Str 0.9 W of IA State Line",
sd_sddot_20250402_item_003_project_002,sd_sddot_20250402_item_003,PT 0048(15)382,082D,"Scour Protection, Berm Repair","Scour Protection, Berm Repair",Union,,"SD11 - Str's 1.9 S of SD50, 0.5 S of SD46; SD48 - Str 0.9 W of IA State Line",
sd_sddot_20250402_item_004_project_001,sd_sddot_20250402_item_004,IM 0903(117)131,091K,"LSDC, Joints, Appr Surf, GR, Column Rep","LSDC, Joints, Appr Surf, GR, Column Rep","Jackson, Jones, Lyman",,"I90 - SD240 Cactus Flat Interch, 256th Ave (FAS 6511) 6.2 W of Okaton Interch, SD248 Murdo Interch over I90 & 7.5 E of US83 N Interch over 300th Ave",
sd_sddot_20250402_item_005_project_001,sd_sddot_20250402_item_005,PS 0014(247)227,08H1,"RR Xing Surf, Traffic Detour","RR Xing Surf, Traffic Detour",Stanley,,"US14 in Fort Pierre, RCP&E RR, DOT 189856F",
sd_sddot_20250402_item_006_project_001,sd_sddot_20250402_item_006,NH 0013(171),09LC,PCC Pavement Grinding,PCC Pavement Grinding,"Beadle, Hand",,US14- Fm Miller to 3 miles E of Wessington Spring,
sd_sddot_20250402_item_007_project_001,sd_sddot_20250402_item_007,IM-P 0012(319),09L6,Asphalt Surface Treatment,Asphalt Surface Treatment,"Brookings, Deuel, Grant, Hamlin, Moody, Roberts",,Various Routes in the Watertown Area,
sd_sddot_20250402_item_008_project_001,sd_sddot_20250402_item_008,NH-P 0042(99),09KW,Asphalt Surface Treatment,Asphalt Surface Treatment,"Butte, Harding, Lawrence",,Various Locations in the Belle Fourche Area,
sd_sddot_20250402_item_009_project_001,sd_sddot_20250402_item_009,NH-P 0011(316),09KJ,Rout & Seal,Rout & Seal,"Brown, Faulk, Potter, Spink",,Various Routes in the Aberdeen Area,
sd_sddot_20250402_item_010_project_001,sd_sddot_20250402_item_010,PH 8045(02),05WT,County Signing,County Signing,McPherson,,McPherson County,
sd_sddot_20250416_item_001_project_001,sd_sddot_20250416_item_001,IM 0909(94)383,08DP,"Deck Repl, App Slabs, Rehab Abut, Fatigu","Deck Repl, App Slabs, Rehab Abut, Fatigu",Minnehaha,,I90 - 3.8 E of SD19 over I90 (459th Ave),
sd_sddot_20250416_item_002_project_001,sd_sddot_20250416_item_002,NH 0018(239)244,08H9,LSDC Overlay,LSDC Overlay,Tripp,,"US18 - 0.5 E of US183N over Cottonwood Ck, 1.4 W of Winner over Dog Ear Ck, 5 SE of Winner over Ck, 3.9 E of US183N over Big Hollow Ck & 2 SE of Winner over Sand Ck; SD49 - 4.3 SW of Lyman Co Line over Moccasin Ck",
sd_sddot_20250416_item_002_project_002,sd_sddot_20250416_item_002,P 0049(10)42,08HC,LSDC Overlay,LSDC Overlay,Tripp,,"US18 - 0.5 E of US183N over Cottonwood Ck, 1.4 W of Winner over Dog Ear Ck, 5 SE of Winner over Ck, 3.9 E of US183N over Big Hollow Ck & 2 SE of Winner over Sand Ck; SD49 - 4.3 SW of Lyman Co Line over Moccasin Ck",
sd_sddot_20250416_item_003_project_001,sd_sddot_20250416_item_003,IM 0902(186)101,091L,"LSDC, Joints, Approach Slabs & Surf, GR","LSDC, Joints, Approach Slabs & Surf, GR",Pennington,,"I90 E & W - Jensen Rd 3.1 E of Wasta Interch over I90, 4.4 SE of US14 Interch over 195th Ave",
sd_sddot_20250416_item_004_project_001,sd_sddot_20250416_item_004,CR 0014(262)378,09PE,Lighting,Lighting,Kingsbury,,US14 - Through De Smet; SD25 - Through De Smet,
sd_sddot_20250416_item_004_project_002,sd_sddot_20250416_item_004,CR 0025(111)114,09PF,Lighting,Lighting,Kingsbury,,US14 - Through De Smet; SD25 - Through De Smet,
sd_sddot_20250416_item_005_project_001,sd_sddot_20250416_item_005,IM-NH-P 0022(100),09LD,Pavement Repairs & Crack Sealing,Pavement Repairs & Crack Sealing,"Lincoln, Minnehaha",,Various Routes in the Sioux Falls Area,
sd_sddot_20250416_item_006_project_001,sd_sddot_20250416_item_006,NH 0281(125)35,06PE,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Charles Mix, Douglas",,US281 - Fm US18 to S of Corsica; US18 - Fm SD50 to US281,
sd_sddot_20250416_item_006_project_002,sd_sddot_20250416_item_006,NH 0018(237)348,08GN,"Mill, AC Resurfacing, Pipe Work","Mill, AC Resurfacing, Pipe Work","Charles Mix, Douglas",,US281 - Fm US18 to S of Corsica; US18 - Fm SD50 to US281,
sd_sddot_20250416_item_007_project_001,sd_sddot_20250416_item_007,NH 0281(134)194,09QY,"Mill, AC Resurfacing of Shoulders","Mill, AC Resurfacing of Shoulders",Brown,,"US281, US281 N & S - Fm 0.1 S of US12 to 5th Ave NW in Aberdeen",
sd_sddot_20250416_item_008_project_001,sd_sddot_20250416_item_008,NH-P 0011(317),09KV,Asphalt Surface Treatment,Asphalt Surface Treatment,"Brown, Day, Edmunds, Marshall, McPherson",,Various Locations in the Aberdeen Area,
sd_sddot_20250416_item_009_project_001,sd_sddot_20250416_item_009,NH-P 0033(46),09L7,Asphalt Surface Treatment,Asphalt Surface Treatment,"Bennett, Lyman, Tripp",,Various Routes in the Winner Area,
sd_sddot_20250416_item_010_project_001,sd_sddot_20250416_item_010,"NH-P 0021(188), 0009-251, 0009-251, 0009-251, 0009-252, 0009-253, 0009-253, 0009-253","09L0, I7KR, I7KT, I7QT,",Asphalt Surface Treatment,Asphalt Surface Treatment,"Aurora, Brule, Charles Mix, Douglas, Gregory, McCook, Minnehaha, Sanborn",,Various Locations in the Mitchell Area,
sd_sddot_20250416_item_011_project_001,sd_sddot_20250416_item_011,NH-P 0031(60),09KP,Rout & Seal,Rout & Seal,"Faulk, Lyman, Potter, Stanley",,Various Routes in the Pierre Area,
sd_sddot_20250507_item_001_project_001,sd_sddot_20250507_item_001,BRO-B 8049(24),08N1,Structure & Approach Grading,Structure & Approach Grading,Miner,,Structure 5 S & 4.6 E of Carthage on 227th St over a Ck SN 49-116-070,
sd_sddot_20250507_item_002_project_001,sd_sddot_20250507_item_002,PT 0025(98)26,0828,"Scour Protection, Berm Repair","Scour Protection, Berm Repair","Hutchinson, Turner",,SD25 - Str 0.7 S of US18 Jct; SD44 - Str 9 W of US81 Jct; Str 1.4 E of SD19 Jct over Vermillion River; SD44 - Str. 8.5 E of Parkston; SD19A - Str. 1.3 mi W of Centerville,
sd_sddot_20250507_item_002_project_002,sd_sddot_20250507_item_002,ER 0044(253)368,0A2Y,"Scour Protection, Berm Repair","Scour Protection, Berm Repair","Hutchinson, Turner",,SD25 - Str 0.7 S of US18 Jct; SD44 - Str 9 W of US81 Jct; Str 1.4 E of SD19 Jct over Vermillion River; SD44 - Str. 8.5 E of Parkston; SD19A - Str. 1.3 mi W of Centerville,
sd_sddot_20250507_item_002_project_003,sd_sddot_20250507_item_002,ER 019A(34)28,0A37,"Scour Protection, Berm Repair","Scour Protection, Berm Repair","Hutchinson, Turner",,SD25 - Str 0.7 S of US18 Jct; SD44 - Str 9 W of US81 Jct; Str 1.4 E of SD19 Jct over Vermillion River; SD44 - Str. 8.5 E of Parkston; SD19A - Str. 1.3 mi W of Centerville,
sd_sddot_20250507_item_002_project_004,sd_sddot_20250507_item_002,PT 0044(223)397,0829,"Scour Protection, Berm Repair","Scour Protection, Berm Repair","Hutchinson, Turner",,SD25 - Str 0.7 S of US18 Jct; SD44 - Str 9 W of US81 Jct; Str 1.4 E of SD19 Jct over Vermillion River; SD44 - Str. 8.5 E of Parkston; SD19A - Str. 1.3 mi W of Centerville,
sd_sddot_20250507_item_003_project_001,sd_sddot_20250507_item_003,NH-PS 0073(83)92,08RU,"Crossing Surface, AC Surfacing, TC","Crossing Surface, AC Surfacing, TC",Haakon,,"SD73 - in Phillip, RCPE Railroad, DOT #190010C",
sd_sddot_20250507_item_004_project_001,sd_sddot_20250507_item_004,IM-NH 0041(185),09NW,Joint & Spall Repair,Joint & Spall Repair,"Lawrence, Pennington",,Various Locations in the Rapid City Area,
sd_sddot_20250507_item_005_project_001,sd_sddot_20250507_item_005,IM-NH-P 0023(71),09L8,Asphalt Surface Treatment,Asphalt Surface Treatment,"Bon Homme, Clay, Hutchinson, Lincoln, Union, Yankton",,Various Locations in the Yankton Area,
sd_sddot_20250507_item_006_project_001,sd_sddot_20250507_item_006,PH 0010(144),06AN,Durable Pavement Marking,Durable Pavement Marking,"Brookings, Moody",,Various locations on the State System in the Aberdeen Region,
sd_sddot_20250507_item_007_project_001,sd_sddot_20250507_item_007,PH 0020(185),06AP,Durable Pavement Marking,Durable Pavement Marking,"Lincoln, Minnehaha, Moody",,I-29 from just north of SD 46 to just North of SD 18 and I-29 from just north of I-90 to just north of SD34,
sd_sddot_20250507_item_008_project_001,sd_sddot_20250507_item_008,PH 0030(38),06AR,Durable Pavement Marking,Durable Pavement Marking,"Hughes, Stanley",,Various locations on the State System in the Pierre Area,
sd_sddot_20250521_item_001_project_001,sd_sddot_20250521_item_001,P TAPU(35),08W4,PCC Shared Use Path,PCC Shared Use Path,Union,,North Sioux City - Fm the Jct of Sodrac Dr & River Dr to the Jct of Sioux Point Rd & Shay Rd,
sd_sddot_20250521_item_002_project_001,sd_sddot_20250521_item_002,P TAPU(36),08W5,PCC Shared Use Path,PCC Shared Use Path,Union,,Dakota Dunes - Along Sioux Point Rd fm Shay Rd to Dakota Dunes Blvd,
sd_sddot_20250521_item_003_project_001,sd_sddot_20250521_item_003,P TAPR(48),08WA,"Grading, Sidewalk and Pedestrian Ramps","Grading, Sidewalk and Pedestrian Ramps",Clay,,"Wakonda - Along 2nd St fm Nebraska St to Ohio St, along Ohio St fm 2nd St to approx 100' S",
sd_sddot_20250521_item_004_project_001,sd_sddot_20250521_item_004,PH 0030(46),09FP,Centerline Rumble Stripes,Centerline Rumble Stripes,"Bennett, Potter, Sully, Todd, Tripp",,Various Locations in the Pierre Region,
sd_sddot_20250521_item_005_project_001,sd_sddot_20250521_item_005,NH-P 0021(187),09KM,Rout & Seal,Rout & Seal,"Aurora, Brule, Buffalo, Douglas, Gregory, Hanson, McCook, Yankton",,Various Locations in the Mitchell Area,
sd_sddot_20250521_item_005_project_002,sd_sddot_20250521_item_005,P 0023(70),09KU,Rout & Seal,Rout & Seal,"Aurora, Brule, Buffalo, Douglas, Gregory, Hanson, McCook, Yankton",,Various Locations in the Mitchell Area,
sd_sddot_20250521_item_006_project_001,sd_sddot_20250521_item_006,IM 0033(45),09KT,Rout & Seal,Rout & Seal,Lyman,,Various Locations in the Winner Area,
sd_sddot_20250521_item_007_project_001,sd_sddot_20250521_item_007,NH-P 0031(61),09L3,Asphalt Surface Treatment,Asphalt Surface Treatment,"Haakon, Jackson, Potter, Stanley",,Various Locations in the Pierre Area,
sd_sddot_20250604_item_001_project_001,sd_sddot_20250604_item_001,BRO-B 8062(10),08NA,Structure & Approach Grading,Structure & Approach Grading,Tripp,,Structure 4.8 E & 0.8 N of Colome on 285th St over W Br of Bull Ck SN 62-318-350 8,
sd_sddot_20250604_item_002_project_001,sd_sddot_20250604_item_002,PH 0040(347),06U5,High Friction Surface Treatment,High Friction Surface Treatment,"Custer, Fall River, Lawrence, Meade, Pennington",,Various Locations on the state and local systems in the Rapid City Region,
sd_sddot_20250702_item_001_project_001,sd_sddot_20250702_item_001,BRF-B 4266(07),09M4,Structure & Approach Grading,Structure & Approach Grading,Codington,,"Structure 2 N & 1.2 W of Watertown on 14th Ave N over the Big Sioux Rv, SN 15-178-160",
sd_sddot_20250716_item_001_project_001,sd_sddot_20250716_item_001,BRO-B 8010(30),09A4,Structure & Approach Grading,Structure & Approach Grading,Butte,,Structure 8.5 N & 21.8 E of Newell on Old Hwy 212 over a Creek SN 10-537-255,
sd_sddot_20250716_item_002_project_001,sd_sddot_20250716_item_002,BRO-B 8007(212),084J,Structure & Approach Grading,Structure & Approach Grading,Brown Project Rejected by the Transportation Commission,,Structure 8.5 W & 5 N of Frederick on 102nd St over Elm Lake SN 07-019-020,
